Methods,Header File,IEEE Std 1003.1-202x (Issue 8)  (Draft),IEEE Std 1003.1-2017 (Issue 7 TC2),IEEE Std 1003.1-2008 (Issue 7),IEEE Std 1003.1-2003 (Issue 6),PSE51,PSE52,PSE53,PSE54,C99,C11,C17,FACE 2.1 Security,FACE 2.1 Safety Base,FACE 2.1 Safety Extended,FACE 2.1 General Purpose,FACE 3.0 Security,FACE 3.0 Safety Base,FACE 3.0 Safety Extended,FACE 3.0 General Purpose,FACE 3.1 Security,FACE 3.1 Safety Base,FACE 3.1 Safety Extended,FACE 3.1 General Purpose,FACE 3.2 Security,FACE 3.2 Safety Base,FACE 3.2 Safety Extended,FACE 3.2 General Purpose,SCA 2.2.2 AEP,SCA 4.1 Ultra Lightweight AEP,SCA 4.1 Lightweight AEP,SCA 4.1 [Full] AEP,RTEMS w/o Networking,RTEMS w/ Networking,Deos RTEMS Safety Base,Deos RTEMS Safety Ext,Deos RTEMS Gen Purp,RTEMS Impl Note,POSIX Functionality Categories
pthread_attr_getschedpolicy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_attr_getscope(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_attr_getstack(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,XSI_THREADS_EXT
pthread_attr_getstackaddr(),pthread.h,,,,INCL,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,INCL,,,,RT-YES,RT-YES,,,,,_POSIX_THREAD_ATTR_STACKADDR
pthread_attr_getstacksize(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_ATTR_STACKSIZE
pthread_attr_init(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_attr_setdetachstate(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_attr_setguardsize(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_EXT
pthread_attr_setinheritsched(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_attr_setschedparam(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_attr_setschedpolicy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_attr_setscope(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_attr_setstack(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,XSI_THREADS_EXT
pthread_attr_setstackaddr(),pthread.h,,,,INCL,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,INCL,,,,RT-YES,RT-YES,,,,,_POSIX_THREAD_ATTR_STACKADDR
pthread_attr_setstacksize(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_ATTR_STACKSIZE
pthread_barrier_destroy(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,,,POSIX_BARRIERS
pthread_barrier_init(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_BARRIERS
pthread_barrier_wait(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_BARRIERS
pthread_barrierattr_destroy(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,,,POSIX_BARRIERS
pthread_barrierattr_getpshared(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_BARRIERS
pthread_barrierattr_init(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,,,POSIX_BARRIERS
pthread_barrierattr_setpshared(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_BARRIERS
pthread_cancel(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cleanup_pop(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cleanup_push(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_broadcast(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_destroy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_init(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_signal(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_timedwait(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_cond_wait(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_condattr_destroy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_condattr_getclock(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_CLOCK_SELECTION
pthread_condattr_getpshared(),pthread.h,INCL,INCL,INCL,INCL,,,INCL,INCL,,,,,,,INCL,,,,MP,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PROCESS_SHARED
pthread_condattr_init(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_condattr_setclock(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_CLOCK_SELECTION
pthread_condattr_setpshared(),pthread.h,INCL,INCL,INCL,INCL,,,INCL,INCL,,,,,,,INCL,,,,MP,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PROCESS_SHARED
pthread_create(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_detach(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_equal(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_exit(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_getconcurrency(),pthread.h,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,,,,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,XSI_THREADS_EXT
pthread_getcpuclockid(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,ENOSYS,_POSIX_THREAD_CPUTIME
pthread_getschedparam(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_getspecific(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_join(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_key_create(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_key_delete(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_kill(),signal.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_consistent(),pthread.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,_POSIX_ROBUST_MUTEXES
pthread_mutex_destroy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_getprioceiling(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PRIO_PROTECT
pthread_mutex_init(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_lock(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_setprioceiling(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PRIO_PROTECT
pthread_mutex_timedlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_trylock(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutex_unlock(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutexattr_destroy(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutexattr_getprioceiling(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIO_PROTECT
pthread_mutexattr_getprotocol(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIO_INHERITor_POSIX_THREAD_PRIO_PROTECT
pthread_mutexattr_getpshared(),pthread.h,INCL,INCL,INCL,INCL,,,INCL,INCL,,,,,,,INCL,,,,MP,,,,INCL,,,,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PROCESS_SHARED
pthread_mutexattr_getrobust(),pthread.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,_POSIX_ROBUST_MUTEXES
pthread_mutexattr_gettype(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_THREADS_EXT
pthread_mutexattr_init(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_mutexattr_setprioceiling(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIO_PROTECT
pthread_mutexattr_setprotocol(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIO_INHERITor_POSIX_THREAD_PRIO_PROTECT
pthread_mutexattr_setpshared(),pthread.h,INCL,INCL,INCL,INCL,,,INCL,INCL,,,,,,,INCL,,,,MP,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,_POSIX_THREAD_PROCESS_SHARED
pthread_mutexattr_setrobust(),pthread.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,_POSIX_ROBUST_MUTEXES
pthread_mutexattr_settype(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_THREADS_EXT
pthread_once(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_rwlock_destroy(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_init(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_rdlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_timedrdlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_timedwrlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_tryrdlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_trywrlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_unlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlock_wrlock(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlockattr_destroy(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlockattr_getpshared(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_RW_LOCKS
pthread_rwlockattr_init(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_RW_LOCKS
pthread_rwlockattr_setpshared(),pthread.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_RW_LOCKS
pthread_self(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_setcancelstate(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_setcanceltype(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_THREADS_BASE
pthread_setconcurrency(),pthread.h,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,,,,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,XSI_THREADS_EXT
pthread_setschedparam(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
pthread_setschedprio(),pthread.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,_POSIX_THREAD_PRIORITY_SCHEDULING
